RunId,social_radius,fire_radius,exit_radius,p_spreading,p_spreading_environment,gumbel_plus_mean,gumbel_plus_std,gumbel_minus_mean,gumbel_minus_std,Agents Removed,Agents Know Fire,Exit Knowledge Spread,Change Goal
76,2.820704998448491,11.642358545213938,0.0531165162101388,0.2537267805077136,0.14296859009191396,1.2082825681194662,0.3375135370716453,0.8695318886637688,0.7407060520350933,112.4,115.1,36.6,9.3
77,2.820704998448491,11.642358545213938,0.0531165162101388,0.2537267805077136,0.14296859009191396,1.2082825681194662,0.499575402289629,0.651062932247296,0.7407060520350933,117.9,119.2,29.3,7.1
78,2.820704998448491,11.642358545213938,0.0531165162101388,0.2537267805077136,0.14296859009191396,1.2082825681194662,0.499575402289629,0.8695318886637688,0.9962826447561384,124.8,127.3,30.8,7.3
79,2.820704998448491,11.642358545213938,0.0531165162101388,0.2537267805077136,0.14296859009191396,1.2082825681194662,0.499575402289629,0.8695318886637688,0.7407060520350933,124.4,126.1,36.3,9.4
80,1.3890719413757324,10.128134349361062,3.6880518309772015,0.9848026050254703,0.42001231089234353,1.096065139118582,0.7277685189992189,0.773442469984293,0.2733301115781069,46.2,57.8,25.4,5.5
81,2.332338155247271,10.128134349361062,3.6880518309772015,0.9848026050254703,0.42001231089234353,1.096065139118582,0.7277685189992189,0.773442469984293,0.2733301115781069,117.2,117.3,38.7,11.2
82,1.3890719413757324,23.241400392726064,3.6880518309772015,0.9848026050254703,0.42001231089234353,1.096065139118582,0.7277685189992189,0.773442469984293,0.2733301115781069,139.7,148.1,36.3,13.9
83,1.3890719413757324,10.128134349361062,3.423597081564367,0.9848026050254703,0.42001231089234353,1.096065139118582,0.7277685189992189,0.773442469984293,0.2733301115781069,46.6,54.6,11.5,1.9
84,1.3890719413757324,10.128134349361062,3.6880518309772015,0.7486820192076267,0.42001231089234353,1.096065139118582,0.7277685189992189,0.773442469984293,0.2733301115781069,55.3,56.6,17.2,3.4
85,1.3890719413757324,10.128134349361062,3.6880518309772015,0.9848026050254703,0.2925321511924267,1.096065139118582,0.7277685189992189,0.773442469984293,0.2733301115781069,53.2,62.1,16.7,1.4
86,1.3890719413757324,10.128134349361062,3.6880518309772015,0.9848026050254703,0.42001231089234353,1.1305992625653745,0.7277685189992189,0.773442469984293,0.2733301115781069,51.6,61.2,16.0,2.5
87,1.3890719413757324,10.128134349361062,3.6880518309772015,0.9848026050254703,0.42001231089234353,1.096065139118582,0.5899266448989511,0.773442469984293,0.2733301115781069,51.0,55.3,16.4,4.1
88,1.3890719413757324,10.128134349361062,3.6880518309772015,0.9848026050254703,0.42001231089234353,1.096065139118582,0.7277685189992189,0.7625501834601164,0.2733301115781069,44.2,54.5,15.9,2.0
89,1.3890719413757324,10.128134349361062,3.6880518309772015,0.9848026050254703,0.42001231089234353,1.096065139118582,0.7277685189992189,0.773442469984293,0.701351933144033,48.4,61.1,18.0,3.0
90,1.3890719413757324,23.241400392726064,3.423597081564367,0.7486820192076267,0.2925321511924267,1.1305992625653745,0.5899266448989511,0.7625501834601164,0.701351933144033,144.4,148.4,30.6,10.5
91,2.332338155247271,10.128134349361062,3.423597081564367,0.7486820192076267,0.2925321511924267,1.1305992625653745,0.5899266448989511,0.7625501834601164,0.701351933144033,125.8,125.9,42.0,14.0
92,2.332338155247271,23.241400392726064,3.6880518309772015,0.7486820192076267,0.2925321511924267,1.1305992625653745,0.5899266448989511,0.7625501834601164,0.701351933144033,151.2,151.9,46.4,20.8
93,2.332338155247271,23.241400392726064,3.423597081564367,0.9848026050254703,0.2925321511924267,1.1305992625653745,0.5899266448989511,0.7625501834601164,0.701351933144033,149.4,150.7,55.9,24.5
94,2.332338155247271,23.241400392726064,3.423597081564367,0.7486820192076267,0.42001231089234353,1.1305992625653745,0.5899266448989511,0.7625501834601164,0.701351933144033,151.2,152.0,54.7,21.3
95,2.332338155247271,23.241400392726064,3.423597081564367,0.7486820192076267,0.2925321511924267,1.096065139118582,0.5899266448989511,0.7625501834601164,0.701351933144033,150.9,152.0,47.7,21.3
96,2.332338155247271,23.241400392726064,3.423597081564367,0.7486820192076267,0.2925321511924267,1.1305992625653745,0.7277685189992189,0.7625501834601164,0.701351933144033,149.4,150.0,47.6,21.9
97,2.332338155247271,23.241400392726064,3.423597081564367,0.7486820192076267,0.2925321511924267,1.1305992625653745,0.5899266448989511,0.773442469984293,0.701351933144033,150.8,151.4,50.8,21.8
98,2.332338155247271,23.241400392726064,3.423597081564367,0.7486820192076267,0.2925321511924267,1.1305992625653745,0.5899266448989511,0.7625501834601164,0.2733301115781069,150.2,151.7,50.0,22.8
99,2.332338155247271,23.241400392726064,3.423597081564367,0.7486820192076267,0.2925321511924267,1.1305992625653745,0.5899266448989511,0.7625501834601164,0.701351933144033,150.7,151.9,48.6,20.9
100,3.2312027318403125,14.839439420029521,20.000932435505092,0.2145804743282497,0.9227603971958162,0.7183412285521626,0.41303330939263105,0.6998745416104794,0.8270931851491332,151.4,151.7,0.0,9.5
101,4.398638969287276,14.839439420029521,20.000932435505092,0.2145804743282497,0.9227603971958162,0.7183412285521626,0.41303330939263105,0.6998745416104794,0.8270931851491332,151.6,151.9,0.0,15.3
102,3.2312027318403125,6.351069244556129,20.000932435505092,0.2145804743282497,0.9227603971958162,0.7183412285521626,0.41303330939263105,0.6998745416104794,0.8270931851491332,147.3,147.5,0.0,9.2
103,3.2312027318403125,14.839439420029521,15.310200792737305,0.2145804743282497,0.9227603971958162,0.7183412285521626,0.41303330939263105,0.6998745416104794,0.8270931851491332,151.3,151.6,8.6,9.5
104,3.2312027318403125,14.839439420029521,20.000932435505092,0.0040462113916873935,0.9227603971958162,0.7183412285521626,0.41303330939263105,0.6998745416104794,0.8270931851491332,116.4,116.9,0.0,10.9
105,3.2312027318403125,14.839439420029521,20.000932435505092,0.2145804743282497,0.9266867115162314,0.7183412285521626,0.41303330939263105,0.6998745416104794,0.8270931851491332,151.8,151.8,0.0,10.1
106,3.2312027318403125,14.839439420029521,20.000932435505092,0.2145804743282497,0.9227603971958162,0.6631106270477176,0.41303330939263105,0.6998745416104794,0.8270931851491332,151.5,151.8,0.0,14.0
107,3.2312027318403125,14.839439420029521,20.000932435505092,0.2145804743282497,0.9227603971958162,0.7183412285521626,0.698162812255323,0.6998745416104794,0.8270931851491332,150.5,151.2,0.0,11.3
108,3.2312027318403125,14.839439420029521,20.000932435505092,0.2145804743282497,0.9227603971958162,0.7183412285521626,0.41303330939263105,0.6240674204658717,0.8270931851491332,151.1,151.2,0.0,7.8
109,3.2312027318403125,14.839439420029521,20.000932435505092,0.2145804743282497,0.9227603971958162,0.7183412285521626,0.41303330939263105,0.6998745416104794,0.47238434735685586,150.4,150.7,0.0,5.6
110,3.2312027318403125,6.351069244556129,15.310200792737305,0.0040462113916873935,0.9266867115162314,0.6631106270477176,0.698162812255323,0.6240674204658717,0.47238434735685586,33.6,34.5,9.0,5.3
111,4.398638969287276,14.839439420029521,15.310200792737305,0.0040462113916873935,0.9266867115162314,0.6631106270477176,0.698162812255323,0.6240674204658717,0.47238434735685586,128.7,130.1,19.3,14.1
112,4.398638969287276,6.351069244556129,20.000932435505092,0.0040462113916873935,0.9266867115162314,0.6631106270477176,0.698162812255323,0.6240674204658717,0.47238434735685586,56.1,60.9,0.4,14.5
113,4.398638969287276,6.351069244556129,15.310200792737305,0.2145804743282497,0.9266867115162314,0.6631106270477176,0.698162812255323,0.6240674204658717,0.47238434735685586,151.2,151.9,15.5,12.1
114,4.398638969287276,6.351069244556129,15.310200792737305,0.0040462113916873935,0.9227603971958162,0.6631106270477176,0.698162812255323,0.6240674204658717,0.47238434735685586,45.0,47.7,19.3,9.4
115,4.398638969287276,6.351069244556129,15.310200792737305,0.0040462113916873935,0.9266867115162314,0.7183412285521626,0.698162812255323,0.6240674204658717,0.47238434735685586,37.9,41.2,18.9,8.7
116,4.398638969287276,6.351069244556129,15.310200792737305,0.0040462113916873935,0.9266867115162314,0.6631106270477176,0.41303330939263105,0.6240674204658717,0.47238434735685586,49.7,52.0,16.8,7.0
117,4.398638969287276,6.351069244556129,15.310200792737305,0.0040462113916873935,0.9266867115162314,0.6631106270477176,0.698162812255323,0.6998745416104794,0.47238434735685586,57.0,62.5,25.6,21.4
118,4.398638969287276,6.351069244556129,15.310200792737305,0.0040462113916873935,0.9266867115162314,0.6631106270477176,0.698162812255323,0.6240674204658717,0.8270931851491332,51.9,55.6,26.6,24.6
119,4.398638969287276,6.351069244556129,15.310200792737305,0.0040462113916873935,0.9266867115162314,0.6631106270477176,0.698162812255323,0.6240674204658717,0.47238434735685586,42.3,44.6,14.9,9.0
120,4.168859766796231,0.6168348481878638,8.569472469389439,0.7335889966227115,0.7195083556696773,0.8893842400982976,0.9856788493692875,0.5541465401928872,0.7892015707865357,0.0,0.0,0.0,0.0
121,3.1424790574237704,0.6168348481878638,8.569472469389439,0.7335889966227115,0.7195083556696773,0.8893842400982976,0.9856788493692875,0.5541465401928872,0.7892015707865357,0.0,0.0,0.0,0.0
122,4.168859766796231,3.7726224632933736,8.569472469389439,0.7335889966227115,0.7195083556696773,0.8893842400982976,0.9856788493692875,0.5541465401928872,0.7892015707865357,151.1,152.0,77.8,22.6
123,4.168859766796231,0.6168348481878638,24.37578192912042,0.7335889966227115,0.7195083556696773,0.8893842400982976,0.9856788493692875,0.5541465401928872,0.7892015707865357,0.0,0.0,0.0,0.0
124,4.168859766796231,0.6168348481878638,8.569472469389439,0.840425782930106,0.7195083556696773,0.8893842400982976,0.9856788493692875,0.5541465401928872,0.7892015707865357,0.0,0.0,0.0,0.0
125,4.168859766796231,0.6168348481878638,8.569472469389439,0.7335889966227115,0.13634529085829855,0.8893842400982976,0.9856788493692875,0.5541465401928872,0.7892015707865357,0.0,0.0,0.0,0.0
126,4.168859766796231,0.6168348481878638,8.569472469389439,0.7335889966227115,0.7195083556696773,0.817716349940747,0.9856788493692875,0.5541465401928872,0.7892015707865357,0.0,0.0,0.0,0.0
127,4.168859766796231,0.6168348481878638,8.569472469389439,0.7335889966227115,0.7195083556696773,0.8893842400982976,0.4011334562301636,0.5541465401928872,0.7892015707865357,0.0,0.0,0.0,0.0
128,4.168859766796231,0.6168348481878638,8.569472469389439,0.7335889966227115,0.7195083556696773,0.8893842400982976,0.9856788493692875,0.693758971169591,0.7892015707865357,0.0,0.0,0.0,0.0
129,4.168859766796231,0.6168348481878638,8.569472469389439,0.7335889966227115,0.7195083556696773,0.8893842400982976,0.9856788493692875,0.5541465401928872,0.9673561768606305,0.0,0.0,0.0,0.0
130,4.168859766796231,3.7726224632933736,24.37578192912042,0.840425782930106,0.13634529085829855,0.817716349940747,0.4011334562301636,0.693758971169591,0.9673561768606305,151.6,152.0,0.0,17.0
131,3.1424790574237704,0.6168348481878638,24.37578192912042,0.840425782930106,0.13634529085829855,0.817716349940747,0.4011334562301636,0.693758971169591,0.9673561768606305,0.0,0.0,0.0,0.0
132,3.1424790574237704,3.7726224632933736,8.569472469389439,0.840425782930106,0.13634529085829855,0.817716349940747,0.4011334562301636,0.693758971169591,0.9673561768606305,151.0,151.2,33.3,16.3
133,3.1424790574237704,3.7726224632933736,24.37578192912042,0.7335889966227115,0.13634529085829855,0.817716349940747,0.4011334562301636,0.693758971169591,0.9673561768606305,134.2,134.4,0.0,5.2
134,3.1424790574237704,3.7726224632933736,24.37578192912042,0.840425782930106,0.7195083556696773,0.817716349940747,0.4011334562301636,0.693758971169591,0.9673561768606305,151.3,151.4,0.0,5.9
135,3.1424790574237704,3.7726224632933736,24.37578192912042,0.840425782930106,0.13634529085829855,0.8893842400982976,0.4011334562301636,0.693758971169591,0.9673561768606305,134.8,135.4,0.0,4.7
136,3.1424790574237704,3.7726224632933736,24.37578192912042,0.840425782930106,0.13634529085829855,0.817716349940747,0.9856788493692875,0.693758971169591,0.9673561768606305,135.5,136.8,0.0,11.9
137,3.1424790574237704,3.7726224632933736,24.37578192912042,0.840425782930106,0.13634529085829855,0.817716349940747,0.4011334562301636,0.5541465401928872,0.9673561768606305,136.8,137.1,0.0,4.3
138,3.1424790574237704,3.7726224632933736,24.37578192912042,0.840425782930106,0.13634529085829855,0.817716349940747,0.4011334562301636,0.693758971169591,0.7892015707865357,139.0,139.7,0.0,3.9
139,3.1424790574237704,3.7726224632933736,24.37578192912042,0.840425782930106,0.13634529085829855,0.817716349940747,0.4011334562301636,0.693758971169591,0.9673561768606305,142.8,143.3,0.0,6.8
140,1.0764149064198136,24.030312965624034,18.632275774143636,0.5434377931058407,0.0689690550789237,1.4752382301725449,0.5403182915225625,0.9905162951629609,0.5827819952368736,150.7,150.8,0.0,0.2
