Exit Knowledge Spread,Exit Knowledge Spread,Exit Knowledge Spread,Exit Knowledge Spread,Exit Knowledge Spread,Exit Knowledge Spread,Exit Knowledge Spread,Exit Knowledge Spread,Exit Knowledge Spread,Exit Knowledge Spread,Exit Knowledge Spread,Exit Knowledge Spread,Exit Knowledge Spread,Exit Knowledge Spread,Exit Knowledge Spread,Exit Knowledge Spread,Exit Knowledge Spread,Exit Knowledge Spread,Exit Knowledge Spread,Exit Knowledge Spread,Exit Knowledge Spread,Exit Knowledge Spread,Exit Knowledge Spread,Exit Knowledge Spread,Exit Knowledge Spread,Exit Knowledge Spread,Exit Knowledge Spread,Exit Knowledge Spread,Exit Knowledge Spread,Exit Knowledge Spread
1,0,28,12,53,51,37,19,2,9,42,1,8,6,16,3,8,31,57,10,62,9,53,62,41,7,54,28,15,32
1,0,28,12,53,51,37,19,2,9,42,1,8,6,16,3,8,31,57,10,62,9,53,62,41,7,54,28,15,32
1,0,28,12,53,51,37,19,2,9,42,1,8,6,16,3,8,31,57,10,62,9,53,62,41,7,54,28,15,32
1,0,28,12,53,51,37,19,2,9,42,1,8,6,16,3,8,31,57,10,62,9,53,62,41,7,54,28,15,32
1,0,28,12,53,51,37,19,2,9,42,1,8,6,16,3,8,31,57,10,62,9,53,62,41,7,54,28,15,32
1,0,28,12,53,51,37,19,2,9,42,1,8,6,16,3,8,31,57,10,62,9,53,62,41,7,54,28,15,32
1,0,28,12,53,51,37,19,2,9,42,1,8,6,16,3,8,31,57,10,62,9,53,62,41,7,54,28,15,32
1,0,28,12,53,51,37,19,2,9,42,1,8,6,16,3,8,31,57,10,62,9,53,62,41,7,54,28,15,32
1,0,28,12,53,51,37,19,2,9,42,1,8,6,16,3,8,31,57,10,62,9,53,62,41,7,54,28,15,32
1,0,28,12,53,51,37,19,2,9,42,1,8,6,16,3,8,31,57,10,62,9,53,63,41,7,54,28,15,32
1,0,28,12,53,51,37,19,2,9,42,1,8,6,16,3,8,31,57,10,62,9,53,63,41,7,54,28,15,32
1,0,28,12,53,51,37,19,2,9,42,1,8,6,16,3,8,31,57,10,62,9,53,63,41,7,54,28,15,32
1,0,28,12,53,51,37,19,2,9,42,1,8,6,16,3,8,31,57,10,62,9,53,63,41,7,54,28,15,32
1,0,28,12,53,51,37,19,2,9,42,1,8,6,16,3,8,31,57,10,62,9,53,63,41,7,54,28,15,32
1,0,28,12,53,51,37,19,2,9,42,1,8,6,16,3,8,31,57,10,62,9,53,63,41,7,54,28,15,32
1,0,28,12,53,51,37,19,2,9,42,1,8,6,16,3,8,31,57,10,62,9,53,63,41,7,54,28,15,32
1,0,28,12,53,51,37,19,2,9,42,1,8,6,16,3,8,31,57,10,62,9,53,63,41,7,54,28,15,32
