RunId,iteration,Step,social_radius,fire_radius,exits,p_spreading,p_spreading_environment,gumbel_params,width,height,N,p_env_knowledge_params,fire_avoidance_radius,Agents Removed,Agents Know Fire,Exit Knowledge Spread,Change Goal,parameter,value
5,5,149,2,22,"[{'location': (12, 24), 'radius': 10}, {'location': (0, 0), 'radius': 10}, {'location': (24, 0), 'radius': 10}]",0.2,0.3,"[1, 0.5, 1, 0.5]",25,25,156,"[0.12, 0.68]",1,151,152,22,159,fire_radius,22.0
1,1,149,2,22,"[{'location': (12, 24), 'radius': 10}, {'location': (0, 0), 'radius': 10}, {'location': (24, 0), 'radius': 10}]",0.2,0.3,"[1, 0.5, 1, 0.5]",25,25,156,"[0.12, 0.68]",1,151,151,22,159,fire_radius,22.0
2,2,149,2,22,"[{'location': (12, 24), 'radius': 10}, {'location': (0, 0), 'radius': 10}, {'location': (24, 0), 'radius': 10}]",0.2,0.3,"[1, 0.5, 1, 0.5]",25,25,156,"[0.12, 0.68]",1,151,152,19,164,fire_radius,22.0
13,13,149,2,22,"[{'location': (12, 24), 'radius': 10}, {'location': (0, 0), 'radius': 10}, {'location': (24, 0), 'radius': 10}]",0.2,0.3,"[1, 0.5, 1, 0.5]",25,25,156,"[0.12, 0.68]",1,134,134,17,140,fire_radius,22.0
11,11,149,2,22,"[{'location': (12, 24), 'radius': 10}, {'location': (0, 0), 'radius': 10}, {'location': (24, 0), 'radius': 10}]",0.2,0.3,"[1, 0.5, 1, 0.5]",25,25,156,"[0.12, 0.68]",1,152,152,25,167,fire_radius,22.0
14,14,149,2,22,"[{'location': (12, 24), 'radius': 10}, {'location': (0, 0), 'radius': 10}, {'location': (24, 0), 'radius': 10}]",0.2,0.3,"[1, 0.5, 1, 0.5]",25,25,156,"[0.12, 0.68]",1,152,152,24,157,fire_radius,22.0
4,4,149,2,22,"[{'location': (12, 24), 'radius': 10}, {'location': (0, 0), 'radius': 10}, {'location': (24, 0), 'radius': 10}]",0.2,0.3,"[1, 0.5, 1, 0.5]",25,25,156,"[0.12, 0.68]",1,149,149,17,154,fire_radius,22.0
9,9,149,2,22,"[{'location': (12, 24), 'radius': 10}, {'location': (0, 0), 'radius': 10}, {'location': (24, 0), 'radius': 10}]",0.2,0.3,"[1, 0.5, 1, 0.5]",25,25,156,"[0.12, 0.68]",1,151,152,18,158,fire_radius,22.0
12,12,149,2,22,"[{'location': (12, 24), 'radius': 10}, {'location': (0, 0), 'radius': 10}, {'location': (24, 0), 'radius': 10}]",0.2,0.3,"[1, 0.5, 1, 0.5]",25,25,156,"[0.12, 0.68]",1,151,152,26,159,fire_radius,22.0
3,3,149,2,22,"[{'location': (12, 24), 'radius': 10}, {'location': (0, 0), 'radius': 10}, {'location': (24, 0), 'radius': 10}]",0.2,0.3,"[1, 0.5, 1, 0.5]",25,25,156,"[0.12, 0.68]",1,152,152,11,157,fire_radius,22.0
16,16,149,2,22,"[{'location': (12, 24), 'radius': 10}, {'location': (0, 0), 'radius': 10}, {'location': (24, 0), 'radius': 10}]",0.2,0.3,"[1, 0.5, 1, 0.5]",25,25,156,"[0.12, 0.68]",1,151,152,21,158,fire_radius,22.0
23,23,149,2,22,"[{'location': (12, 24), 'radius': 10}, {'location': (0, 0), 'radius': 10}, {'location': (24, 0), 'radius': 10}]",0.2,0.3,"[1, 0.5, 1, 0.5]",25,25,156,"[0.12, 0.68]",1,152,152,14,155,fire_radius,22.0
21,21,149,2,22,"[{'location': (12, 24), 'radius': 10}, {'location': (0, 0), 'radius': 10}, {'location': (24, 0), 'radius': 10}]",0.2,0.3,"[1, 0.5, 1, 0.5]",25,25,156,"[0.12, 0.68]",1,152,152,8,153,fire_radius,22.0
19,19,149,2,22,"[{'location': (12, 24), 'radius': 10}, {'location': (0, 0), 'radius': 10}, {'location': (24, 0), 'radius': 10}]",0.2,0.3,"[1, 0.5, 1, 0.5]",25,25,156,"[0.12, 0.68]",1,147,148,14,160,fire_radius,22.0
20,20,149,2,22,"[{'location': (12, 24), 'radius': 10}, {'location': (0, 0), 'radius': 10}, {'location': (24, 0), 'radius': 10}]",0.2,0.3,"[1, 0.5, 1, 0.5]",25,25,156,"[0.12, 0.68]",1,152,152,21,158,fire_radius,22.0
18,18,149,2,22,"[{'location': (12, 24), 'radius': 10}, {'location': (0, 0), 'radius': 10}, {'location': (24, 0), 'radius': 10}]",0.2,0.3,"[1, 0.5, 1, 0.5]",25,25,156,"[0.12, 0.68]",1,152,152,22,165,fire_radius,22.0
24,24,149,2,22,"[{'location': (12, 24), 'radius': 10}, {'location': (0, 0), 'radius': 10}, {'location': (24, 0), 'radius': 10}]",0.2,0.3,"[1, 0.5, 1, 0.5]",25,25,156,"[0.12, 0.68]",1,149,150,39,164,fire_radius,22.0
26,26,149,2,22,"[{'location': (12, 24), 'radius': 10}, {'location': (0, 0), 'radius': 10}, {'location': (24, 0), 'radius': 10}]",0.2,0.3,"[1, 0.5, 1, 0.5]",25,25,156,"[0.12, 0.68]",1,148,150,19,158,fire_radius,22.0
22,22,149,2,22,"[{'location': (12, 24), 'radius': 10}, {'location': (0, 0), 'radius': 10}, {'location': (24, 0), 'radius': 10}]",0.2,0.3,"[1, 0.5, 1, 0.5]",25,25,156,"[0.12, 0.68]",1,151,151,11,153,fire_radius,22.0
25,25,149,2,22,"[{'location': (12, 24), 'radius': 10}, {'location': (0, 0), 'radius': 10}, {'location': (24, 0), 'radius': 10}]",0.2,0.3,"[1, 0.5, 1, 0.5]",25,25,156,"[0.12, 0.68]",1,152,152,27,158,fire_radius,22.0
17,17,149,2,22,"[{'location': (12, 24), 'radius': 10}, {'location': (0, 0), 'radius': 10}, {'location': (24, 0), 'radius': 10}]",0.2,0.3,"[1, 0.5, 1, 0.5]",25,25,156,"[0.12, 0.68]",1,150,150,14,158,fire_radius,22.0
27,27,149,2,22,"[{'location': (12, 24), 'radius': 10}, {'location': (0, 0), 'radius': 10}, {'location': (24, 0), 'radius': 10}]",0.2,0.3,"[1, 0.5, 1, 0.5]",25,25,156,"[0.12, 0.68]",1,150,150,14,153,fire_radius,22.0
28,28,149,2,22,"[{'location': (12, 24), 'radius': 10}, {'location': (0, 0), 'radius': 10}, {'location': (24, 0), 'radius': 10}]",0.2,0.3,"[1, 0.5, 1, 0.5]",25,25,156,"[0.12, 0.68]",1,152,152,10,153,fire_radius,22.0
29,29,149,2,22,"[{'location': (12, 24), 'radius': 10}, {'location': (0, 0), 'radius': 10}, {'location': (24, 0), 'radius': 10}]",0.2,0.3,"[1, 0.5, 1, 0.5]",25,25,156,"[0.12, 0.68]",1,152,152,17,159,fire_radius,22.0
12,12,149,2,23,"[{'location': (12, 24), 'radius': 10}, {'location': (0, 0), 'radius': 10}, {'location': (24, 0), 'radius': 10}]",0.2,0.3,"[1, 0.5, 1, 0.5]",25,25,156,"[0.12, 0.68]",1,148,149,20,157,fire_radius,23.0
0,0,149,2,23,"[{'location': (12, 24), 'radius': 10}, {'location': (0, 0), 'radius': 10}, {'location': (24, 0), 'radius': 10}]",0.2,0.3,"[1, 0.5, 1, 0.5]",25,25,156,"[0.12, 0.68]",1,151,151,28,164,fire_radius,23.0
13,13,149,2,23,"[{'location': (12, 24), 'radius': 10}, {'location': (0, 0), 'radius': 10}, {'location': (24, 0), 'radius': 10}]",0.2,0.3,"[1, 0.5, 1, 0.5]",25,25,156,"[0.12, 0.68]",1,145,146,15,154,fire_radius,23.0
3,3,149,2,23,"[{'location': (12, 24), 'radius': 10}, {'location': (0, 0), 'radius': 10}, {'location': (24, 0), 'radius': 10}]",0.2,0.3,"[1, 0.5, 1, 0.5]",25,25,156,"[0.12, 0.68]",1,152,152,26,169,fire_radius,23.0
9,9,149,2,23,"[{'location': (12, 24), 'radius': 10}, {'location': (0, 0), 'radius': 10}, {'location': (24, 0), 'radius': 10}]",0.2,0.3,"[1, 0.5, 1, 0.5]",25,25,156,"[0.12, 0.68]",1,152,152,6,155,fire_radius,23.0
10,10,149,2,23,"[{'location': (12, 24), 'radius': 10}, {'location': (0, 0), 'radius': 10}, {'location': (24, 0), 'radius': 10}]",0.2,0.3,"[1, 0.5, 1, 0.5]",25,25,156,"[0.12, 0.68]",1,150,150,13,155,fire_radius,23.0
4,4,149,2,23,"[{'location': (12, 24), 'radius': 10}, {'location': (0, 0), 'radius': 10}, {'location': (24, 0), 'radius': 10}]",0.2,0.3,"[1, 0.5, 1, 0.5]",25,25,156,"[0.12, 0.68]",1,152,152,17,161,fire_radius,23.0
11,11,149,2,23,"[{'location': (12, 24), 'radius': 10}, {'location': (0, 0), 'radius': 10}, {'location': (24, 0), 'radius': 10}]",0.2,0.3,"[1, 0.5, 1, 0.5]",25,25,156,"[0.12, 0.68]",1,152,152,11,159,fire_radius,23.0
6,6,149,2,23,"[{'location': (12, 24), 'radius': 10}, {'location': (0, 0), 'radius': 10}, {'location': (24, 0), 'radius': 10}]",0.2,0.3,"[1, 0.5, 1, 0.5]",25,25,156,"[0.12, 0.68]",1,152,152,12,154,fire_radius,23.0
5,5,149,2,23,"[{'location': (12, 24), 'radius': 10}, {'location': (0, 0), 'radius': 10}, {'location': (24, 0), 'radius': 10}]",0.2,0.3,"[1, 0.5, 1, 0.5]",25,25,156,"[0.12, 0.68]",1,152,152,21,159,fire_radius,23.0
14,14,149,2,23,"[{'location': (12, 24), 'radius': 10}, {'location': (0, 0), 'radius': 10}, {'location': (24, 0), 'radius': 10}]",0.2,0.3,"[1, 0.5, 1, 0.5]",25,25,156,"[0.12, 0.68]",1,152,152,11,158,fire_radius,23.0
2,2,149,2,23,"[{'location': (12, 24), 'radius': 10}, {'location': (0, 0), 'radius': 10}, {'location': (24, 0), 'radius': 10}]",0.2,0.3,"[1, 0.5, 1, 0.5]",25,25,156,"[0.12, 0.68]",1,152,152,17,161,fire_radius,23.0
8,8,149,2,23,"[{'location': (12, 24), 'radius': 10}, {'location': (0, 0), 'radius': 10}, {'location': (24, 0), 'radius': 10}]",0.2,0.3,"[1, 0.5, 1, 0.5]",25,25,156,"[0.12, 0.68]",1,152,152,19,159,fire_radius,23.0
1,1,149,2,23,"[{'location': (12, 24), 'radius': 10}, {'location': (0, 0), 'radius': 10}, {'location': (24, 0), 'radius': 10}]",0.2,0.3,"[1, 0.5, 1, 0.5]",25,25,156,"[0.12, 0.68]",1,151,152,16,154,fire_radius,23.0
15,15,149,2,23,"[{'location': (12, 24), 'radius': 10}, {'location': (0, 0), 'radius': 10}, {'location': (24, 0), 'radius': 10}]",0.2,0.3,"[1, 0.5, 1, 0.5]",25,25,156,"[0.12, 0.68]",1,152,152,14,156,fire_radius,23.0
7,7,149,2,23,"[{'location': (12, 24), 'radius': 10}, {'location': (0, 0), 'radius': 10}, {'location': (24, 0), 'radius': 10}]",0.2,0.3,"[1, 0.5, 1, 0.5]",25,25,156,"[0.12, 0.68]",1,152,152,15,161,fire_radius,23.0
16,16,149,2,23,"[{'location': (12, 24), 'radius': 10}, {'location': (0, 0), 'radius': 10}, {'location': (24, 0), 'radius': 10}]",0.2,0.3,"[1, 0.5, 1, 0.5]",25,25,156,"[0.12, 0.68]",1,143,143,16,148,fire_radius,23.0
19,19,149,2,23,"[{'location': (12, 24), 'radius': 10}, {'location': (0, 0), 'radius': 10}, {'location': (24, 0), 'radius': 10}]",0.2,0.3,"[1, 0.5, 1, 0.5]",25,25,156,"[0.12, 0.68]",1,152,152,38,174,fire_radius,23.0
20,20,149,2,23,"[{'location': (12, 24), 'radius': 10}, {'location': (0, 0), 'radius': 10}, {'location': (24, 0), 'radius': 10}]",0.2,0.3,"[1, 0.5, 1, 0.5]",25,25,156,"[0.12, 0.68]",1,148,150,13,155,fire_radius,23.0
22,22,149,2,23,"[{'location': (12, 24), 'radius': 10}, {'location': (0, 0), 'radius': 10}, {'location': (24, 0), 'radius': 10}]",0.2,0.3,"[1, 0.5, 1, 0.5]",25,25,156,"[0.12, 0.68]",1,152,152,9,153,fire_radius,23.0
23,23,149,2,23,"[{'location': (12, 24), 'radius': 10}, {'location': (0, 0), 'radius': 10}, {'location': (24, 0), 'radius': 10}]",0.2,0.3,"[1, 0.5, 1, 0.5]",25,25,156,"[0.12, 0.68]",1,152,152,16,156,fire_radius,23.0
24,24,149,2,23,"[{'location': (12, 24), 'radius': 10}, {'location': (0, 0), 'radius': 10}, {'location': (24, 0), 'radius': 10}]",0.2,0.3,"[1, 0.5, 1, 0.5]",25,25,156,"[0.12, 0.68]",1,152,152,16,158,fire_radius,23.0
18,18,149,2,23,"[{'location': (12, 24), 'radius': 10}, {'location': (0, 0), 'radius': 10}, {'location': (24, 0), 'radius': 10}]",0.2,0.3,"[1, 0.5, 1, 0.5]",25,25,156,"[0.12, 0.68]",1,152,152,18,155,fire_radius,23.0
17,17,149,2,23,"[{'location': (12, 24), 'radius': 10}, {'location': (0, 0), 'radius': 10}, {'location': (24, 0), 'radius': 10}]",0.2,0.3,"[1, 0.5, 1, 0.5]",25,25,156,"[0.12, 0.68]",1,152,152,21,165,fire_radius,23.0
21,21,149,2,23,"[{'location': (12, 24), 'radius': 10}, {'location': (0, 0), 'radius': 10}, {'location': (24, 0), 'radius': 10}]",0.2,0.3,"[1, 0.5, 1, 0.5]",25,25,156,"[0.12, 0.68]",1,152,152,17,157,fire_radius,23.0
26,26,149,2,23,"[{'location': (12, 24), 'radius': 10}, {'location': (0, 0), 'radius': 10}, {'location': (24, 0), 'radius': 10}]",0.2,0.3,"[1, 0.5, 1, 0.5]",25,25,156,"[0.12, 0.68]",1,152,152,17,158,fire_radius,23.0
25,25,149,2,23,"[{'location': (12, 24), 'radius': 10}, {'location': (0, 0), 'radius': 10}, {'location': (24, 0), 'radius': 10}]",0.2,0.3,"[1, 0.5, 1, 0.5]",25,25,156,"[0.12, 0.68]",1,152,152,13,158,fire_radius,23.0
28,28,149,2,23,"[{'location': (12, 24), 'radius': 10}, {'location': (0, 0), 'radius': 10}, {'location': (24, 0), 'radius': 10}]",0.2,0.3,"[1, 0.5, 1, 0.5]",25,25,156,"[0.12, 0.68]",1,152,152,18,158,fire_radius,23.0
27,27,149,2,23,"[{'location': (12, 24), 'radius': 10}, {'location': (0, 0), 'radius': 10}, {'location': (24, 0), 'radius': 10}]",0.2,0.3,"[1, 0.5, 1, 0.5]",25,25,156,"[0.12, 0.68]",1,151,152,15,158,fire_radius,23.0
29,29,149,2,23,"[{'location': (12, 24), 'radius': 10}, {'location': (0, 0), 'radius': 10}, {'location': (24, 0), 'radius': 10}]",0.2,0.3,"[1, 0.5, 1, 0.5]",25,25,156,"[0.12, 0.68]",1,152,152,15,159,fire_radius,23.0
0,0,149,2,24,"[{'location': (12, 24), 'radius': 10}, {'location': (0, 0), 'radius': 10}, {'location': (24, 0), 'radius': 10}]",0.2,0.3,"[1, 0.5, 1, 0.5]",25,25,156,"[0.12, 0.68]",1,149,149,13,153,fire_radius,24.0
10,10,149,2,24,"[{'location': (12, 24), 'radius': 10}, {'location': (0, 0), 'radius': 10}, {'location': (24, 0), 'radius': 10}]",0.2,0.3,"[1, 0.5, 1, 0.5]",25,25,156,"[0.12, 0.68]",1,152,152,22,158,fire_radius,24.0
14,14,149,2,24,"[{'location': (12, 24), 'radius': 10}, {'location': (0, 0), 'radius': 10}, {'location': (24, 0), 'radius': 10}]",0.2,0.3,"[1, 0.5, 1, 0.5]",25,25,156,"[0.12, 0.68]",1,152,152,20,165,fire_radius,24.0
7,7,149,2,24,"[{'location': (12, 24), 'radius': 10}, {'location': (0, 0), 'radius': 10}, {'location': (24, 0), 'radius': 10}]",0.2,0.3,"[1, 0.5, 1, 0.5]",25,25,156,"[0.12, 0.68]",1,152,152,12,155,fire_radius,24.0
9,9,149,2,24,"[{'location': (12, 24), 'radius': 10}, {'location': (0, 0), 'radius': 10}, {'location': (24, 0), 'radius': 10}]",0.2,0.3,"[1, 0.5, 1, 0.5]",25,25,156,"[0.12, 0.68]",1,152,152,25,164,fire_radius,24.0
1,1,149,2,24,"[{'location': (12, 24), 'radius': 10}, {'location': (0, 0), 'radius': 10}, {'location': (24, 0), 'radius': 10}]",0.2,0.3,"[1, 0.5, 1, 0.5]",25,25,156,"[0.12, 0.68]",1,150,150,8,153,fire_radius,24.0
15,15,149,2,24,"[{'location': (12, 24), 'radius': 10}, {'location': (0, 0), 'radius': 10}, {'location': (24, 0), 'radius': 10}]",0.2,0.3,"[1, 0.5, 1, 0.5]",25,25,156,"[0.12, 0.68]",1,152,152,13,160,fire_radius,24.0
12,12,149,2,24,"[{'location': (12, 24), 'radius': 10}, {'location': (0, 0), 'radius': 10}, {'location': (24, 0), 'radius': 10}]",0.2,0.3,"[1, 0.5, 1, 0.5]",25,25,156,"[0.12, 0.68]",1,152,152,14,161,fire_radius,24.0
11,11,149,2,24,"[{'location': (12, 24), 'radius': 10}, {'location': (0, 0), 'radius': 10}, {'location': (24, 0), 'radius': 10}]",0.2,0.3,"[1, 0.5, 1, 0.5]",25,25,156,"[0.12, 0.68]",1,152,152,25,164,fire_radius,24.0
2,2,149,2,24,"[{'location': (12, 24), 'radius': 10}, {'location': (0, 0), 'radius': 10}, {'location': (24, 0), 'radius': 10}]",0.2,0.3,"[1, 0.5, 1, 0.5]",25,25,156,"[0.12, 0.68]",1,152,152,18,156,fire_radius,24.0
8,8,149,2,24,"[{'location': (12, 24), 'radius': 10}, {'location': (0, 0), 'radius': 10}, {'location': (24, 0), 'radius': 10}]",0.2,0.3,"[1, 0.5, 1, 0.5]",25,25,156,"[0.12, 0.68]",1,150,150,20,154,fire_radius,24.0
13,13,149,2,24,"[{'location': (12, 24), 'radius': 10}, {'location': (0, 0), 'radius': 10}, {'location': (24, 0), 'radius': 10}]",0.2,0.3,"[1, 0.5, 1, 0.5]",25,25,156,"[0.12, 0.68]",1,152,152,20,160,fire_radius,24.0
6,6,149,2,24,"[{'location': (12, 24), 'radius': 10}, {'location': (0, 0), 'radius': 10}, {'location': (24, 0), 'radius': 10}]",0.2,0.3,"[1, 0.5, 1, 0.5]",25,25,156,"[0.12, 0.68]",1,152,152,13,160,fire_radius,24.0
5,5,149,2,24,"[{'location': (12, 24), 'radius': 10}, {'location': (0, 0), 'radius': 10}, {'location': (24, 0), 'radius': 10}]",0.2,0.3,"[1, 0.5, 1, 0.5]",25,25,156,"[0.12, 0.68]",1,152,152,25,163,fire_radius,24.0
4,4,149,2,24,"[{'location': (12, 24), 'radius': 10}, {'location': (0, 0), 'radius': 10}, {'location': (24, 0), 'radius': 10}]",0.2,0.3,"[1, 0.5, 1, 0.5]",25,25,156,"[0.12, 0.68]",1,152,152,14,159,fire_radius,24.0
3,3,149,2,24,"[{'location': (12, 24), 'radius': 10}, {'location': (0, 0), 'radius': 10}, {'location': (24, 0), 'radius': 10}]",0.2,0.3,"[1, 0.5, 1, 0.5]",25,25,156,"[0.12, 0.68]",1,151,152,25,159,fire_radius,24.0
17,17,149,2,24,"[{'location': (12, 24), 'radius': 10}, {'location': (0, 0), 'radius': 10}, {'location': (24, 0), 'radius': 10}]",0.2,0.3,"[1, 0.5, 1, 0.5]",25,25,156,"[0.12, 0.68]",1,152,152,10,155,fire_radius,24.0
18,18,149,2,24,"[{'location': (12, 24), 'radius': 10}, {'location': (0, 0), 'radius': 10}, {'location': (24, 0), 'radius': 10}]",0.2,0.3,"[1, 0.5, 1, 0.5]",25,25,156,"[0.12, 0.68]",1,152,152,10,158,fire_radius,24.0
16,16,149,2,24,"[{'location': (12, 24), 'radius': 10}, {'location': (0, 0), 'radius': 10}, {'location': (24, 0), 'radius': 10}]",0.2,0.3,"[1, 0.5, 1, 0.5]",25,25,156,"[0.12, 0.68]",1,150,152,17,155,fire_radius,24.0
24,24,149,2,24,"[{'location': (12, 24), 'radius': 10}, {'location': (0, 0), 'radius': 10}, {'location': (24, 0), 'radius': 10}]",0.2,0.3,"[1, 0.5, 1, 0.5]",25,25,156,"[0.12, 0.68]",1,151,152,21,157,fire_radius,24.0
23,23,149,2,24,"[{'location': (12, 24), 'radius': 10}, {'location': (0, 0), 'radius': 10}, {'location': (24, 0), 'radius': 10}]",0.2,0.3,"[1, 0.5, 1, 0.5]",25,25,156,"[0.12, 0.68]",1,152,152,19,163,fire_radius,24.0
19,19,149,2,24,"[{'location': (12, 24), 'radius': 10}, {'location': (0, 0), 'radius': 10}, {'location': (24, 0), 'radius': 10}]",0.2,0.3,"[1, 0.5, 1, 0.5]",25,25,156,"[0.12, 0.68]",1,152,152,26,164,fire_radius,24.0
22,22,149,2,24,"[{'location': (12, 24), 'radius': 10}, {'location': (0, 0), 'radius': 10}, {'location': (24, 0), 'radius': 10}]",0.2,0.3,"[1, 0.5, 1, 0.5]",25,25,156,"[0.12, 0.68]",1,152,152,17,157,fire_radius,24.0
21,21,149,2,24,"[{'location': (12, 24), 'radius': 10}, {'location': (0, 0), 'radius': 10}, {'location': (24, 0), 'radius': 10}]",0.2,0.3,"[1, 0.5, 1, 0.5]",25,25,156,"[0.12, 0.68]",1,152,152,23,160,fire_radius,24.0
28,28,149,2,24,"[{'location': (12, 24), 'radius': 10}, {'location': (0, 0), 'radius': 10}, {'location': (24, 0), 'radius': 10}]",0.2,0.3,"[1, 0.5, 1, 0.5]",25,25,156,"[0.12, 0.68]",1,152,152,15,158,fire_radius,24.0
20,20,149,2,24,"[{'location': (12, 24), 'radius': 10}, {'location': (0, 0), 'radius': 10}, {'location': (24, 0), 'radius': 10}]",0.2,0.3,"[1, 0.5, 1, 0.5]",25,25,156,"[0.12, 0.68]",1,152,152,15,156,fire_radius,24.0
27,27,149,2,24,"[{'location': (12, 24), 'radius': 10}, {'location': (0, 0), 'radius': 10}, {'location': (24, 0), 'radius': 10}]",0.2,0.3,"[1, 0.5, 1, 0.5]",25,25,156,"[0.12, 0.68]",1,151,152,22,163,fire_radius,24.0
29,29,149,2,24,"[{'location': (12, 24), 'radius': 10}, {'location': (0, 0), 'radius': 10}, {'location': (24, 0), 'radius': 10}]",0.2,0.3,"[1, 0.5, 1, 0.5]",25,25,156,"[0.12, 0.68]",1,152,152,18,158,fire_radius,24.0
26,26,149,2,24,"[{'location': (12, 24), 'radius': 10}, {'location': (0, 0), 'radius': 10}, {'location': (24, 0), 'radius': 10}]",0.2,0.3,"[1, 0.5, 1, 0.5]",25,25,156,"[0.12, 0.68]",1,152,152,27,169,fire_radius,24.0
25,25,149,2,24,"[{'location': (12, 24), 'radius': 10}, {'location': (0, 0), 'radius': 10}, {'location': (24, 0), 'radius': 10}]",0.2,0.3,"[1, 0.5, 1, 0.5]",25,25,156,"[0.12, 0.68]",1,152,152,15,159,fire_radius,24.0
2,2,149,2,5,"[{'location': (12, 24), 'radius': 0}, {'location': (0, 0), 'radius': 0}, {'location': (24, 0), 'radius': 0}]",0.2,0.3,"[1, 0.5, 1, 0.5]",25,25,156,"[0.12, 0.68]",1,47,47,19,50,exit_radius,0.0
5,5,149,2,5,"[{'location': (12, 24), 'radius': 0}, {'location': (0, 0), 'radius': 0}, {'location': (24, 0), 'radius': 0}]",0.2,0.3,"[1, 0.5, 1, 0.5]",25,25,156,"[0.12, 0.68]",1,19,19,16,24,exit_radius,0.0
8,8,149,2,5,"[{'location': (12, 24), 'radius': 0}, {'location': (0, 0), 'radius': 0}, {'location': (24, 0), 'radius': 0}]",0.2,0.3,"[1, 0.5, 1, 0.5]",25,25,156,"[0.12, 0.68]",1,35,36,5,35,exit_radius,0.0
4,4,149,2,5,"[{'location': (12, 24), 'radius': 0}, {'location': (0, 0), 'radius': 0}, {'location': (24, 0), 'radius': 0}]",0.2,0.3,"[1, 0.5, 1, 0.5]",25,25,156,"[0.12, 0.68]",1,58,58,16,60,exit_radius,0.0
15,15,149,2,5,"[{'location': (12, 24), 'radius': 0}, {'location': (0, 0), 'radius': 0}, {'location': (24, 0), 'radius': 0}]",0.2,0.3,"[1, 0.5, 1, 0.5]",25,25,156,"[0.12, 0.68]",1,39,39,14,43,exit_radius,0.0
14,14,149,2,5,"[{'location': (12, 24), 'radius': 0}, {'location': (0, 0), 'radius': 0}, {'location': (24, 0), 'radius': 0}]",0.2,0.3,"[1, 0.5, 1, 0.5]",25,25,156,"[0.12, 0.68]",1,70,70,30,71,exit_radius,0.0
12,12,149,2,5,"[{'location': (12, 24), 'radius': 0}, {'location': (0, 0), 'radius': 0}, {'location': (24, 0), 'radius': 0}]",0.2,0.3,"[1, 0.5, 1, 0.5]",25,25,156,"[0.12, 0.68]",1,68,68,29,71,exit_radius,0.0
11,11,149,2,5,"[{'location': (12, 24), 'radius': 0}, {'location': (0, 0), 'radius': 0}, {'location': (24, 0), 'radius': 0}]",0.2,0.3,"[1, 0.5, 1, 0.5]",25,25,156,"[0.12, 0.68]",1,76,76,16,76,exit_radius,0.0
6,6,149,2,5,"[{'location': (12, 24), 'radius': 0}, {'location': (0, 0), 'radius': 0}, {'location': (24, 0), 'radius': 0}]",0.2,0.3,"[1, 0.5, 1, 0.5]",25,25,156,"[0.12, 0.68]",1,84,84,43,86,exit_radius,0.0
9,9,149,2,5,"[{'location': (12, 24), 'radius': 0}, {'location': (0, 0), 'radius': 0}, {'location': (24, 0), 'radius': 0}]",0.2,0.3,"[1, 0.5, 1, 0.5]",25,25,156,"[0.12, 0.68]",1,67,67,12,71,exit_radius,0.0
0,0,149,2,5,"[{'location': (12, 24), 'radius': 0}, {'location': (0, 0), 'radius': 0}, {'location': (24, 0), 'radius': 0}]",0.2,0.3,"[1, 0.5, 1, 0.5]",25,25,156,"[0.12, 0.68]",1,65,66,23,69,exit_radius,0.0
13,13,149,2,5,"[{'location': (12, 24), 'radius': 0}, {'location': (0, 0), 'radius': 0}, {'location': (24, 0), 'radius': 0}]",0.2,0.3,"[1, 0.5, 1, 0.5]",25,25,156,"[0.12, 0.68]",1,75,76,27,80,exit_radius,0.0
7,7,149,2,5,"[{'location': (12, 24), 'radius': 0}, {'location': (0, 0), 'radius': 0}, {'location': (24, 0), 'radius': 0}]",0.2,0.3,"[1, 0.5, 1, 0.5]",25,25,156,"[0.12, 0.68]",1,85,85,27,87,exit_radius,0.0
3,3,149,2,5,"[{'location': (12, 24), 'radius': 0}, {'location': (0, 0), 'radius': 0}, {'location': (24, 0), 'radius': 0}]",0.2,0.3,"[1, 0.5, 1, 0.5]",25,25,156,"[0.12, 0.68]",1,95,95,29,100,exit_radius,0.0
10,10,149,2,5,"[{'location': (12, 24), 'radius': 0}, {'location': (0, 0), 'radius': 0}, {'location': (24, 0), 'radius': 0}]",0.2,0.3,"[1, 0.5, 1, 0.5]",25,25,156,"[0.12, 0.68]",1,121,121,72,151,exit_radius,0.0
1,1,149,2,5,"[{'location': (12, 24), 'radius': 0}, {'location': (0, 0), 'radius': 0}, {'location': (24, 0), 'radius': 0}]",0.2,0.3,"[1, 0.5, 1, 0.5]",25,25,156,"[0.12, 0.68]",1,85,85,22,85,exit_radius,0.0
16,16,149,2,5,"[{'location': (12, 24), 'radius': 0}, {'location': (0, 0), 'radius': 0}, {'location': (24, 0), 'radius': 0}]",0.2,0.3,"[1, 0.5, 1, 0.5]",25,25,156,"[0.12, 0.68]",1,33,35,3,33,exit_radius,0.0
18,18,149,2,5,"[{'location': (12, 24), 'radius': 0}, {'location': (0, 0), 'radius': 0}, {'location': (24, 0), 'radius': 0}]",0.2,0.3,"[1, 0.5, 1, 0.5]",25,25,156,"[0.12, 0.68]",1,58,58,26,59,exit_radius,0.0
24,24,149,2,5,"[{'location': (12, 24), 'radius': 0}, {'location': (0, 0), 'radius': 0}, {'location': (24, 0), 'radius': 0}]",0.2,0.3,"[1, 0.5, 1, 0.5]",25,25,156,"[0.12, 0.68]",1,44,44,24,46,exit_radius,0.0
