Exit Knowledge
0
7
7
7
7
7
7
9
13
18
23
40
47
51
62
67
79
92
110
130
177
219
266
303
346
390
439
481
512
530
546
557
566
574
579
583
586
593
597
597
597
597
598
598
598
598
598
598
598
599
599
599
599
599
599
599
599
599
599
599
599
599
599
599
599
599
599
599
599
599
599
599
599
599
599
599
599
599
599
599
599
599
599
599
599
599
599
599
599
599
599
599
599
599
599
599
599
599
599
599
599
599
599
599
599
599
599
599
599
599
599
599
599
599
599
599
599
599
599
599
599
599
599
599
599
599
599
599
599
599
599
599
599
599
599
599
599
599
599
599
599
599
599
599
599
599
599
599
599
599
