Exit Knowledge Spread,Exit Knowledge Spread
0,0.0
2,3.0
6,16.0
15,33.0
24,50.0
29,56.0
36,59.0
43,62.0
43,66.0
43,68.0
44,68.0
44,70.0
45,71.0
45,71.0
45,71.0
46,71.0
47,71.0
47,71.0
47,71.0
47,71.0
47,71.0
47,71.0
47,71.0
47,71.0
47,71.0
47,71.0
47,71.0
47,
47,
47,
47,
47,
47,
47,
47,
47,
47,
47,
47,
47,
47,
47,
47,
47,
47,
47,
47,
47,
47,
47,
47,
