RunId,iteration,Step,social_radius,fire_radius,exits,p_spreading,p_spreading_environment,width,height,N,p_env_knowledge_params,Agents Removed,parameter,value
11,11,700,4,7,"[{'location': (0, 24), 'radius': 5}, {'location': (24, 0), 'radius': 5}, {'location': (24, 24), 'radius': 5}]",0.3,0.3,25,25,156,"[0, 1, -1, 1]",150,exit_radius,5.0
15,15,35,4,7,"[{'location': (0, 24), 'radius': 5}, {'location': (24, 0), 'radius': 5}, {'location': (24, 24), 'radius': 5}]",0.3,0.3,25,25,156,"[0, 1, -1, 1]",150,exit_radius,5.0
12,12,700,4,7,"[{'location': (0, 24), 'radius': 5}, {'location': (24, 0), 'radius': 5}, {'location': (24, 24), 'radius': 5}]",0.3,0.3,25,25,156,"[0, 1, -1, 1]",150,exit_radius,5.0
16,16,36,4,7,"[{'location': (0, 24), 'radius': 5}, {'location': (24, 0), 'radius': 5}, {'location': (24, 24), 'radius': 5}]",0.3,0.3,25,25,156,"[0, 1, -1, 1]",151,exit_radius,5.0
18,18,35,4,7,"[{'location': (0, 24), 'radius': 5}, {'location': (24, 0), 'radius': 5}, {'location': (24, 24), 'radius': 5}]",0.3,0.3,25,25,156,"[0, 1, -1, 1]",151,exit_radius,5.0
19,19,36,4,7,"[{'location': (0, 24), 'radius': 5}, {'location': (24, 0), 'radius': 5}, {'location': (24, 24), 'radius': 5}]",0.3,0.3,25,25,156,"[0, 1, -1, 1]",151,exit_radius,5.0
20,20,35,4,7,"[{'location': (0, 24), 'radius': 5}, {'location': (24, 0), 'radius': 5}, {'location': (24, 24), 'radius': 5}]",0.3,0.3,25,25,156,"[0, 1, -1, 1]",149,exit_radius,5.0
23,23,34,4,7,"[{'location': (0, 24), 'radius': 5}, {'location': (24, 0), 'radius': 5}, {'location': (24, 24), 'radius': 5}]",0.3,0.3,25,25,156,"[0, 1, -1, 1]",151,exit_radius,5.0
22,22,33,4,7,"[{'location': (0, 24), 'radius': 5}, {'location': (24, 0), 'radius': 5}, {'location': (24, 24), 'radius': 5}]",0.3,0.3,25,25,156,"[0, 1, -1, 1]",148,exit_radius,5.0
17,17,700,4,7,"[{'location': (0, 24), 'radius': 5}, {'location': (24, 0), 'radius': 5}, {'location': (24, 24), 'radius': 5}]",0.3,0.3,25,25,156,"[0, 1, -1, 1]",151,exit_radius,5.0
25,25,38,4,7,"[{'location': (0, 24), 'radius': 5}, {'location': (24, 0), 'radius': 5}, {'location': (24, 24), 'radius': 5}]",0.3,0.3,25,25,156,"[0, 1, -1, 1]",149,exit_radius,5.0
21,21,35,4,7,"[{'location': (0, 24), 'radius': 5}, {'location': (24, 0), 'radius': 5}, {'location': (24, 24), 'radius': 5}]",0.3,0.3,25,25,156,"[0, 1, -1, 1]",149,exit_radius,5.0
24,24,38,4,7,"[{'location': (0, 24), 'radius': 5}, {'location': (24, 0), 'radius': 5}, {'location': (24, 24), 'radius': 5}]",0.3,0.3,25,25,156,"[0, 1, -1, 1]",149,exit_radius,5.0
26,26,39,4,7,"[{'location': (0, 24), 'radius': 5}, {'location': (24, 0), 'radius': 5}, {'location': (24, 24), 'radius': 5}]",0.3,0.3,25,25,156,"[0, 1, -1, 1]",151,exit_radius,5.0
27,27,41,4,7,"[{'location': (0, 24), 'radius': 5}, {'location': (24, 0), 'radius': 5}, {'location': (24, 24), 'radius': 5}]",0.3,0.3,25,25,156,"[0, 1, -1, 1]",149,exit_radius,5.0
29,29,38,4,7,"[{'location': (0, 24), 'radius': 5}, {'location': (24, 0), 'radius': 5}, {'location': (24, 24), 'radius': 5}]",0.3,0.3,25,25,156,"[0, 1, -1, 1]",148,exit_radius,5.0
28,28,700,4,7,"[{'location': (0, 24), 'radius': 5}, {'location': (24, 0), 'radius': 5}, {'location': (24, 24), 'radius': 5}]",0.3,0.3,25,25,156,"[0, 1, -1, 1]",151,exit_radius,5.0
1,1,38,4,7,"[{'location': (0, 24), 'radius': 10}, {'location': (24, 0), 'radius': 10}, {'location': (24, 24), 'radius': 10}]",0.3,0.3,25,25,156,"[0, 1, -1, 1]",150,exit_radius,10.0
0,0,39,4,7,"[{'location': (0, 24), 'radius': 10}, {'location': (24, 0), 'radius': 10}, {'location': (24, 24), 'radius': 10}]",0.3,0.3,25,25,156,"[0, 1, -1, 1]",151,exit_radius,10.0
2,2,36,4,7,"[{'location': (0, 24), 'radius': 10}, {'location': (24, 0), 'radius': 10}, {'location': (24, 24), 'radius': 10}]",0.3,0.3,25,25,156,"[0, 1, -1, 1]",151,exit_radius,10.0
3,3,38,4,7,"[{'location': (0, 24), 'radius': 10}, {'location': (24, 0), 'radius': 10}, {'location': (24, 24), 'radius': 10}]",0.3,0.3,25,25,156,"[0, 1, -1, 1]",151,exit_radius,10.0
5,5,38,4,7,"[{'location': (0, 24), 'radius': 10}, {'location': (24, 0), 'radius': 10}, {'location': (24, 24), 'radius': 10}]",0.3,0.3,25,25,156,"[0, 1, -1, 1]",151,exit_radius,10.0
4,4,700,4,7,"[{'location': (0, 24), 'radius': 10}, {'location': (24, 0), 'radius': 10}, {'location': (24, 24), 'radius': 10}]",0.3,0.3,25,25,156,"[0, 1, -1, 1]",151,exit_radius,10.0
6,6,38,4,7,"[{'location': (0, 24), 'radius': 10}, {'location': (24, 0), 'radius': 10}, {'location': (24, 24), 'radius': 10}]",0.3,0.3,25,25,156,"[0, 1, -1, 1]",151,exit_radius,10.0
11,11,33,4,7,"[{'location': (0, 24), 'radius': 10}, {'location': (24, 0), 'radius': 10}, {'location': (24, 24), 'radius': 10}]",0.3,0.3,25,25,156,"[0, 1, -1, 1]",151,exit_radius,10.0
10,10,38,4,7,"[{'location': (0, 24), 'radius': 10}, {'location': (24, 0), 'radius': 10}, {'location': (24, 24), 'radius': 10}]",0.3,0.3,25,25,156,"[0, 1, -1, 1]",151,exit_radius,10.0
7,7,40,4,7,"[{'location': (0, 24), 'radius': 10}, {'location': (24, 0), 'radius': 10}, {'location': (24, 24), 'radius': 10}]",0.3,0.3,25,25,156,"[0, 1, -1, 1]",151,exit_radius,10.0
12,12,37,4,7,"[{'location': (0, 24), 'radius': 10}, {'location': (24, 0), 'radius': 10}, {'location': (24, 24), 'radius': 10}]",0.3,0.3,25,25,156,"[0, 1, -1, 1]",151,exit_radius,10.0
13,13,36,4,7,"[{'location': (0, 24), 'radius': 10}, {'location': (24, 0), 'radius': 10}, {'location': (24, 24), 'radius': 10}]",0.3,0.3,25,25,156,"[0, 1, -1, 1]",151,exit_radius,10.0
8,8,700,4,7,"[{'location': (0, 24), 'radius': 10}, {'location': (24, 0), 'radius': 10}, {'location': (24, 24), 'radius': 10}]",0.3,0.3,25,25,156,"[0, 1, -1, 1]",151,exit_radius,10.0
9,9,36,4,7,"[{'location': (0, 24), 'radius': 10}, {'location': (24, 0), 'radius': 10}, {'location': (24, 24), 'radius': 10}]",0.3,0.3,25,25,156,"[0, 1, -1, 1]",151,exit_radius,10.0
14,14,35,4,7,"[{'location': (0, 24), 'radius': 10}, {'location': (24, 0), 'radius': 10}, {'location': (24, 24), 'radius': 10}]",0.3,0.3,25,25,156,"[0, 1, -1, 1]",150,exit_radius,10.0
15,15,46,4,7,"[{'location': (0, 24), 'radius': 10}, {'location': (24, 0), 'radius': 10}, {'location': (24, 24), 'radius': 10}]",0.3,0.3,25,25,156,"[0, 1, -1, 1]",148,exit_radius,10.0
27,27,14,4,7,"[{'location': (0, 24), 'radius': 10}, {'location': (24, 0), 'radius': 10}, {'location': (24, 24), 'radius': 10}]",0.3,0.3,25,25,156,"[0, 1, -1, 1]",20,exit_radius,10.0
17,17,37,4,7,"[{'location': (0, 24), 'radius': 10}, {'location': (24, 0), 'radius': 10}, {'location': (24, 24), 'radius': 10}]",0.3,0.3,25,25,156,"[0, 1, -1, 1]",151,exit_radius,10.0
18,18,39,4,7,"[{'location': (0, 24), 'radius': 10}, {'location': (24, 0), 'radius': 10}, {'location': (24, 24), 'radius': 10}]",0.3,0.3,25,25,156,"[0, 1, -1, 1]",149,exit_radius,10.0
16,16,35,4,7,"[{'location': (0, 24), 'radius': 10}, {'location': (24, 0), 'radius': 10}, {'location': (24, 24), 'radius': 10}]",0.3,0.3,25,25,156,"[0, 1, -1, 1]",146,exit_radius,10.0
20,20,68,4,7,"[{'location': (0, 24), 'radius': 10}, {'location': (24, 0), 'radius': 10}, {'location': (24, 24), 'radius': 10}]",0.3,0.3,25,25,156,"[0, 1, -1, 1]",151,exit_radius,10.0
19,19,31,4,7,"[{'location': (0, 24), 'radius': 10}, {'location': (24, 0), 'radius': 10}, {'location': (24, 24), 'radius': 10}]",0.3,0.3,25,25,156,"[0, 1, -1, 1]",141,exit_radius,10.0
21,21,38,4,7,"[{'location': (0, 24), 'radius': 10}, {'location': (24, 0), 'radius': 10}, {'location': (24, 24), 'radius': 10}]",0.3,0.3,25,25,156,"[0, 1, -1, 1]",150,exit_radius,10.0
23,23,40,4,7,"[{'location': (0, 24), 'radius': 10}, {'location': (24, 0), 'radius': 10}, {'location': (24, 24), 'radius': 10}]",0.3,0.3,25,25,156,"[0, 1, -1, 1]",150,exit_radius,10.0
28,28,34,4,7,"[{'location': (0, 24), 'radius': 10}, {'location': (24, 0), 'radius': 10}, {'location': (24, 24), 'radius': 10}]",0.3,0.3,25,25,156,"[0, 1, -1, 1]",150,exit_radius,10.0
24,24,38,4,7,"[{'location': (0, 24), 'radius': 10}, {'location': (24, 0), 'radius': 10}, {'location': (24, 24), 'radius': 10}]",0.3,0.3,25,25,156,"[0, 1, -1, 1]",149,exit_radius,10.0
25,25,36,4,7,"[{'location': (0, 24), 'radius': 10}, {'location': (24, 0), 'radius': 10}, {'location': (24, 24), 'radius': 10}]",0.3,0.3,25,25,156,"[0, 1, -1, 1]",144,exit_radius,10.0
26,26,148,4,7,"[{'location': (0, 24), 'radius': 10}, {'location': (24, 0), 'radius': 10}, {'location': (24, 24), 'radius': 10}]",0.3,0.3,25,25,156,"[0, 1, -1, 1]",151,exit_radius,10.0
22,22,700,4,7,"[{'location': (0, 24), 'radius': 10}, {'location': (24, 0), 'radius': 10}, {'location': (24, 24), 'radius': 10}]",0.3,0.3,25,25,156,"[0, 1, -1, 1]",151,exit_radius,10.0
29,29,39,4,7,"[{'location': (0, 24), 'radius': 10}, {'location': (24, 0), 'radius': 10}, {'location': (24, 24), 'radius': 10}]",0.3,0.3,25,25,156,"[0, 1, -1, 1]",150,exit_radius,10.0
1,1,37,4,7,"[{'location': (0, 24), 'radius': 15}, {'location': (24, 0), 'radius': 15}, {'location': (24, 24), 'radius': 15}]",0.3,0.3,25,25,156,"[0, 1, -1, 1]",150,exit_radius,15.0
0,0,700,4,7,"[{'location': (0, 24), 'radius': 15}, {'location': (24, 0), 'radius': 15}, {'location': (24, 24), 'radius': 15}]",0.3,0.3,25,25,156,"[0, 1, -1, 1]",151,exit_radius,15.0
4,4,35,4,7,"[{'location': (0, 24), 'radius': 15}, {'location': (24, 0), 'radius': 15}, {'location': (24, 24), 'radius': 15}]",0.3,0.3,25,25,156,"[0, 1, -1, 1]",151,exit_radius,15.0
5,5,31,4,7,"[{'location': (0, 24), 'radius': 15}, {'location': (24, 0), 'radius': 15}, {'location': (24, 24), 'radius': 15}]",0.3,0.3,25,25,156,"[0, 1, -1, 1]",150,exit_radius,15.0
2,2,36,4,7,"[{'location': (0, 24), 'radius': 15}, {'location': (24, 0), 'radius': 15}, {'location': (24, 24), 'radius': 15}]",0.3,0.3,25,25,156,"[0, 1, -1, 1]",151,exit_radius,15.0
7,7,700,4,7,"[{'location': (0, 24), 'radius': 15}, {'location': (24, 0), 'radius': 15}, {'location': (24, 24), 'radius': 15}]",0.3,0.3,25,25,156,"[0, 1, -1, 1]",151,exit_radius,15.0
8,8,40,4,7,"[{'location': (0, 24), 'radius': 15}, {'location': (24, 0), 'radius': 15}, {'location': (24, 24), 'radius': 15}]",0.3,0.3,25,25,156,"[0, 1, -1, 1]",151,exit_radius,15.0
9,9,39,4,7,"[{'location': (0, 24), 'radius': 15}, {'location': (24, 0), 'radius': 15}, {'location': (24, 24), 'radius': 15}]",0.3,0.3,25,25,156,"[0, 1, -1, 1]",151,exit_radius,15.0
6,6,35,4,7,"[{'location': (0, 24), 'radius': 15}, {'location': (24, 0), 'radius': 15}, {'location': (24, 24), 'radius': 15}]",0.3,0.3,25,25,156,"[0, 1, -1, 1]",151,exit_radius,15.0
3,3,28,4,7,"[{'location': (0, 24), 'radius': 15}, {'location': (24, 0), 'radius': 15}, {'location': (24, 24), 'radius': 15}]",0.3,0.3,25,25,156,"[0, 1, -1, 1]",132,exit_radius,15.0
10,10,38,4,7,"[{'location': (0, 24), 'radius': 15}, {'location': (24, 0), 'radius': 15}, {'location': (24, 24), 'radius': 15}]",0.3,0.3,25,25,156,"[0, 1, -1, 1]",150,exit_radius,15.0
15,15,31,4,7,"[{'location': (0, 24), 'radius': 15}, {'location': (24, 0), 'radius': 15}, {'location': (24, 24), 'radius': 15}]",0.3,0.3,25,25,156,"[0, 1, -1, 1]",151,exit_radius,15.0
12,12,37,4,7,"[{'location': (0, 24), 'radius': 15}, {'location': (24, 0), 'radius': 15}, {'location': (24, 24), 'radius': 15}]",0.3,0.3,25,25,156,"[0, 1, -1, 1]",151,exit_radius,15.0
11,11,36,4,7,"[{'location': (0, 24), 'radius': 15}, {'location': (24, 0), 'radius': 15}, {'location': (24, 24), 'radius': 15}]",0.3,0.3,25,25,156,"[0, 1, -1, 1]",150,exit_radius,15.0
14,14,700,4,7,"[{'location': (0, 24), 'radius': 15}, {'location': (24, 0), 'radius': 15}, {'location': (24, 24), 'radius': 15}]",0.3,0.3,25,25,156,"[0, 1, -1, 1]",150,exit_radius,15.0
13,13,700,4,7,"[{'location': (0, 24), 'radius': 15}, {'location': (24, 0), 'radius': 15}, {'location': (24, 24), 'radius': 15}]",0.3,0.3,25,25,156,"[0, 1, -1, 1]",150,exit_radius,15.0
20,20,13,4,7,"[{'location': (0, 24), 'radius': 15}, {'location': (24, 0), 'radius': 15}, {'location': (24, 24), 'radius': 15}]",0.3,0.3,25,25,156,"[0, 1, -1, 1]",17,exit_radius,15.0
19,19,36,4,7,"[{'location': (0, 24), 'radius': 15}, {'location': (24, 0), 'radius': 15}, {'location': (24, 24), 'radius': 15}]",0.3,0.3,25,25,156,"[0, 1, -1, 1]",150,exit_radius,15.0
18,18,36,4,7,"[{'location': (0, 24), 'radius': 15}, {'location': (24, 0), 'radius': 15}, {'location': (24, 24), 'radius': 15}]",0.3,0.3,25,25,156,"[0, 1, -1, 1]",151,exit_radius,15.0
21,21,66,4,7,"[{'location': (0, 24), 'radius': 15}, {'location': (24, 0), 'radius': 15}, {'location': (24, 24), 'radius': 15}]",0.3,0.3,25,25,156,"[0, 1, -1, 1]",151,exit_radius,15.0
23,23,35,4,7,"[{'location': (0, 24), 'radius': 15}, {'location': (24, 0), 'radius': 15}, {'location': (24, 24), 'radius': 15}]",0.3,0.3,25,25,156,"[0, 1, -1, 1]",150,exit_radius,15.0
17,17,25,4,7,"[{'location': (0, 24), 'radius': 15}, {'location': (24, 0), 'radius': 15}, {'location': (24, 24), 'radius': 15}]",0.3,0.3,25,25,156,"[0, 1, -1, 1]",126,exit_radius,15.0
22,22,42,4,7,"[{'location': (0, 24), 'radius': 15}, {'location': (24, 0), 'radius': 15}, {'location': (24, 24), 'radius': 15}]",0.3,0.3,25,25,156,"[0, 1, -1, 1]",150,exit_radius,15.0
27,27,700,4,7,"[{'location': (0, 24), 'radius': 15}, {'location': (24, 0), 'radius': 15}, {'location': (24, 24), 'radius': 15}]",0.3,0.3,25,25,156,"[0, 1, -1, 1]",151,exit_radius,15.0
25,25,38,4,7,"[{'location': (0, 24), 'radius': 15}, {'location': (24, 0), 'radius': 15}, {'location': (24, 24), 'radius': 15}]",0.3,0.3,25,25,156,"[0, 1, -1, 1]",151,exit_radius,15.0
16,16,41,4,7,"[{'location': (0, 24), 'radius': 15}, {'location': (24, 0), 'radius': 15}, {'location': (24, 24), 'radius': 15}]",0.3,0.3,25,25,156,"[0, 1, -1, 1]",150,exit_radius,15.0
24,24,700,4,7,"[{'location': (0, 24), 'radius': 15}, {'location': (24, 0), 'radius': 15}, {'location': (24, 24), 'radius': 15}]",0.3,0.3,25,25,156,"[0, 1, -1, 1]",151,exit_radius,15.0
26,26,700,4,7,"[{'location': (0, 24), 'radius': 15}, {'location': (24, 0), 'radius': 15}, {'location': (24, 24), 'radius': 15}]",0.3,0.3,25,25,156,"[0, 1, -1, 1]",151,exit_radius,15.0
28,28,38,4,7,"[{'location': (0, 24), 'radius': 15}, {'location': (24, 0), 'radius': 15}, {'location': (24, 24), 'radius': 15}]",0.3,0.3,25,25,156,"[0, 1, -1, 1]",148,exit_radius,15.0
29,29,700,4,7,"[{'location': (0, 24), 'radius': 15}, {'location': (24, 0), 'radius': 15}, {'location': (24, 24), 'radius': 15}]",0.3,0.3,25,25,156,"[0, 1, -1, 1]",147,exit_radius,15.0
0,0,31,4,7,"[{'location': (0, 24), 'radius': 20}, {'location': (24, 0), 'radius': 20}, {'location': (24, 24), 'radius': 20}]",0.3,0.3,25,25,156,"[0, 1, -1, 1]",149,exit_radius,20.0
3,3,39,4,7,"[{'location': (0, 24), 'radius': 20}, {'location': (24, 0), 'radius': 20}, {'location': (24, 24), 'radius': 20}]",0.3,0.3,25,25,156,"[0, 1, -1, 1]",150,exit_radius,20.0
1,1,36,4,7,"[{'location': (0, 24), 'radius': 20}, {'location': (24, 0), 'radius': 20}, {'location': (24, 24), 'radius': 20}]",0.3,0.3,25,25,156,"[0, 1, -1, 1]",150,exit_radius,20.0
2,2,34,4,7,"[{'location': (0, 24), 'radius': 20}, {'location': (24, 0), 'radius': 20}, {'location': (24, 24), 'radius': 20}]",0.3,0.3,25,25,156,"[0, 1, -1, 1]",151,exit_radius,20.0
7,7,30,4,7,"[{'location': (0, 24), 'radius': 20}, {'location': (24, 0), 'radius': 20}, {'location': (24, 24), 'radius': 20}]",0.3,0.3,25,25,156,"[0, 1, -1, 1]",148,exit_radius,20.0
4,4,37,4,7,"[{'location': (0, 24), 'radius': 20}, {'location': (24, 0), 'radius': 20}, {'location': (24, 24), 'radius': 20}]",0.3,0.3,25,25,156,"[0, 1, -1, 1]",151,exit_radius,20.0
6,6,33,4,7,"[{'location': (0, 24), 'radius': 20}, {'location': (24, 0), 'radius': 20}, {'location': (24, 24), 'radius': 20}]",0.3,0.3,25,25,156,"[0, 1, -1, 1]",149,exit_radius,20.0
5,5,33,4,7,"[{'location': (0, 24), 'radius': 20}, {'location': (24, 0), 'radius': 20}, {'location': (24, 24), 'radius': 20}]",0.3,0.3,25,25,156,"[0, 1, -1, 1]",148,exit_radius,20.0
9,9,32,4,7,"[{'location': (0, 24), 'radius': 20}, {'location': (24, 0), 'radius': 20}, {'location': (24, 24), 'radius': 20}]",0.3,0.3,25,25,156,"[0, 1, -1, 1]",151,exit_radius,20.0
10,10,37,4,7,"[{'location': (0, 24), 'radius': 20}, {'location': (24, 0), 'radius': 20}, {'location': (24, 24), 'radius': 20}]",0.3,0.3,25,25,156,"[0, 1, -1, 1]",147,exit_radius,20.0
8,8,700,4,7,"[{'location': (0, 24), 'radius': 20}, {'location': (24, 0), 'radius': 20}, {'location': (24, 24), 'radius': 20}]",0.3,0.3,25,25,156,"[0, 1, -1, 1]",151,exit_radius,20.0
12,12,32,4,7,"[{'location': (0, 24), 'radius': 20}, {'location': (24, 0), 'radius': 20}, {'location': (24, 24), 'radius': 20}]",0.3,0.3,25,25,156,"[0, 1, -1, 1]",146,exit_radius,20.0
11,11,700,4,7,"[{'location': (0, 24), 'radius': 20}, {'location': (24, 0), 'radius': 20}, {'location': (24, 24), 'radius': 20}]",0.3,0.3,25,25,156,"[0, 1, -1, 1]",149,exit_radius,20.0
14,14,700,4,7,"[{'location': (0, 24), 'radius': 20}, {'location': (24, 0), 'radius': 20}, {'location': (24, 24), 'radius': 20}]",0.3,0.3,25,25,156,"[0, 1, -1, 1]",151,exit_radius,20.0
15,15,34,4,7,"[{'location': (0, 24), 'radius': 20}, {'location': (24, 0), 'radius': 20}, {'location': (24, 24), 'radius': 20}]",0.3,0.3,25,25,156,"[0, 1, -1, 1]",149,exit_radius,20.0
13,13,700,4,7,"[{'location': (0, 24), 'radius': 20}, {'location': (24, 0), 'radius': 20}, {'location': (24, 24), 'radius': 20}]",0.3,0.3,25,25,156,"[0, 1, -1, 1]",151,exit_radius,20.0
16,16,32,4,7,"[{'location': (0, 24), 'radius': 20}, {'location': (24, 0), 'radius': 20}, {'location': (24, 24), 'radius': 20}]",0.3,0.3,25,25,156,"[0, 1, -1, 1]",149,exit_radius,20.0
17,17,35,4,7,"[{'location': (0, 24), 'radius': 20}, {'location': (24, 0), 'radius': 20}, {'location': (24, 24), 'radius': 20}]",0.3,0.3,25,25,156,"[0, 1, -1, 1]",150,exit_radius,20.0
18,18,34,4,7,"[{'location': (0, 24), 'radius': 20}, {'location': (24, 0), 'radius': 20}, {'location': (24, 24), 'radius': 20}]",0.3,0.3,25,25,156,"[0, 1, -1, 1]",151,exit_radius,20.0
19,19,34,4,7,"[{'location': (0, 24), 'radius': 20}, {'location': (24, 0), 'radius': 20}, {'location': (24, 24), 'radius': 20}]",0.3,0.3,25,25,156,"[0, 1, -1, 1]",151,exit_radius,20.0
20,20,34,4,7,"[{'location': (0, 24), 'radius': 20}, {'location': (24, 0), 'radius': 20}, {'location': (24, 24), 'radius': 20}]",0.3,0.3,25,25,156,"[0, 1, -1, 1]",150,exit_radius,20.0
23,23,33,4,7,"[{'location': (0, 24), 'radius': 20}, {'location': (24, 0), 'radius': 20}, {'location': (24, 24), 'radius': 20}]",0.3,0.3,25,25,156,"[0, 1, -1, 1]",149,exit_radius,20.0
22,22,35,4,7,"[{'location': (0, 24), 'radius': 20}, {'location': (24, 0), 'radius': 20}, {'location': (24, 24), 'radius': 20}]",0.3,0.3,25,25,156,"[0, 1, -1, 1]",151,exit_radius,20.0
21,21,34,4,7,"[{'location': (0, 24), 'radius': 20}, {'location': (24, 0), 'radius': 20}, {'location': (24, 24), 'radius': 20}]",0.3,0.3,25,25,156,"[0, 1, -1, 1]",151,exit_radius,20.0
25,25,700,4,7,"[{'location': (0, 24), 'radius': 20}, {'location': (24, 0), 'radius': 20}, {'location': (24, 24), 'radius': 20}]",0.3,0.3,25,25,156,"[0, 1, -1, 1]",151,exit_radius,20.0
24,24,33,4,7,"[{'location': (0, 24), 'radius': 20}, {'location': (24, 0), 'radius': 20}, {'location': (24, 24), 'radius': 20}]",0.3,0.3,25,25,156,"[0, 1, -1, 1]",151,exit_radius,20.0
26,26,36,4,7,"[{'location': (0, 24), 'radius': 20}, {'location': (24, 0), 'radius': 20}, {'location': (24, 24), 'radius': 20}]",0.3,0.3,25,25,156,"[0, 1, -1, 1]",151,exit_radius,20.0
27,27,38,4,7,"[{'location': (0, 24), 'radius': 20}, {'location': (24, 0), 'radius': 20}, {'location': (24, 24), 'radius': 20}]",0.3,0.3,25,25,156,"[0, 1, -1, 1]",151,exit_radius,20.0
28,28,27,4,7,"[{'location': (0, 24), 'radius': 20}, {'location': (24, 0), 'radius': 20}, {'location': (24, 24), 'radius': 20}]",0.3,0.3,25,25,156,"[0, 1, -1, 1]",143,exit_radius,20.0
29,29,37,4,7,"[{'location': (0, 24), 'radius': 20}, {'location': (24, 0), 'radius': 20}, {'location': (24, 24), 'radius': 20}]",0.3,0.3,25,25,156,"[0, 1, -1, 1]",151,exit_radius,20.0
2,2,11,4,7,"[{'location': (0, 24), 'radius': 10}, {'location': (24, 0), 'radius': 10}, {'location': (24, 24), 'radius': 10}]",0.0,0.3,25,25,156,"[0, 1, -1, 1]",13,p_spreading,0.0
5,5,20,4,7,"[{'location': (0, 24), 'radius': 10}, {'location': (24, 0), 'radius': 10}, {'location': (24, 24), 'radius': 10}]",0.0,0.3,25,25,156,"[0, 1, -1, 1]",32,p_spreading,0.0
6,6,24,4,7,"[{'location': (0, 24), 'radius': 10}, {'location': (24, 0), 'radius': 10}, {'location': (24, 24), 'radius': 10}]",0.0,0.3,25,25,156,"[0, 1, -1, 1]",30,p_spreading,0.0
9,9,22,4,7,"[{'location': (0, 24), 'radius': 10}, {'location': (24, 0), 'radius': 10}, {'location': (24, 24), 'radius': 10}]",0.0,0.3,25,25,156,"[0, 1, -1, 1]",25,p_spreading,0.0
16,16,20,4,7,"[{'location': (0, 24), 'radius': 10}, {'location': (24, 0), 'radius': 10}, {'location': (24, 24), 'radius': 10}]",0.0,0.3,25,25,156,"[0, 1, -1, 1]",26,p_spreading,0.0
10,10,20,4,7,"[{'location': (0, 24), 'radius': 10}, {'location': (24, 0), 'radius': 10}, {'location': (24, 24), 'radius': 10}]",0.0,0.3,25,25,156,"[0, 1, -1, 1]",26,p_spreading,0.0
21,21,19,4,7,"[{'location': (0, 24), 'radius': 10}, {'location': (24, 0), 'radius': 10}, {'location': (24, 24), 'radius': 10}]",0.0,0.3,25,25,156,"[0, 1, -1, 1]",29,p_spreading,0.0
17,17,30,4,7,"[{'location': (0, 24), 'radius': 10}, {'location': (24, 0), 'radius': 10}, {'location': (24, 24), 'radius': 10}]",0.0,0.3,25,25,156,"[0, 1, -1, 1]",41,p_spreading,0.0
23,23,21,4,7,"[{'location': (0, 24), 'radius': 10}, {'location': (24, 0), 'radius': 10}, {'location': (24, 24), 'radius': 10}]",0.0,0.3,25,25,156,"[0, 1, -1, 1]",32,p_spreading,0.0
7,7,700,4,7,"[{'location': (0, 24), 'radius': 10}, {'location': (24, 0), 'radius': 10}, {'location': (24, 24), 'radius': 10}]",0.0,0.3,25,25,156,"[0, 1, -1, 1]",42,p_spreading,0.0
4,4,700,4,7,"[{'location': (0, 24), 'radius': 10}, {'location': (24, 0), 'radius': 10}, {'location': (24, 24), 'radius': 10}]",0.0,0.3,25,25,156,"[0, 1, -1, 1]",45,p_spreading,0.0
1,1,700,4,7,"[{'location': (0, 24), 'radius': 10}, {'location': (24, 0), 'radius': 10}, {'location': (24, 24), 'radius': 10}]",0.0,0.3,25,25,156,"[0, 1, -1, 1]",42,p_spreading,0.0
26,26,14,4,7,"[{'location': (0, 24), 'radius': 10}, {'location': (24, 0), 'radius': 10}, {'location': (24, 24), 'radius': 10}]",0.0,0.3,25,25,156,"[0, 1, -1, 1]",20,p_spreading,0.0
27,27,24,4,7,"[{'location': (0, 24), 'radius': 10}, {'location': (24, 0), 'radius': 10}, {'location': (24, 24), 'radius': 10}]",0.0,0.3,25,25,156,"[0, 1, -1, 1]",33,p_spreading,0.0
3,3,700,4,7,"[{'location': (0, 24), 'radius': 10}, {'location': (24, 0), 'radius': 10}, {'location': (24, 24), 'radius': 10}]",0.0,0.3,25,25,156,"[0, 1, -1, 1]",33,p_spreading,0.0
0,0,700,4,7,"[{'location': (0, 24), 'radius': 10}, {'location': (24, 0), 'radius': 10}, {'location': (24, 24), 'radius': 10}]",0.0,0.3,25,25,156,"[0, 1, -1, 1]",23,p_spreading,0.0
28,28,28,4,7,"[{'location': (0, 24), 'radius': 10}, {'location': (24, 0), 'radius': 10}, {'location': (24, 24), 'radius': 10}]",0.0,0.3,25,25,156,"[0, 1, -1, 1]",32,p_spreading,0.0
20,20,700,4,7,"[{'location': (0, 24), 'radius': 10}, {'location': (24, 0), 'radius': 10}, {'location': (24, 24), 'radius': 10}]",0.0,0.3,25,25,156,"[0, 1, -1, 1]",29,p_spreading,0.0
29,29,16,4,7,"[{'location': (0, 24), 'radius': 10}, {'location': (24, 0), 'radius': 10}, {'location': (24, 24), 'radius': 10}]",0.0,0.3,25,25,156,"[0, 1, -1, 1]",25,p_spreading,0.0
